"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-7.01268593284319,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.81093015516918,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.30595610826098,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.76433308908581,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.74414489686565,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.77777393875349,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.48100381912466,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.38178697195691,,
"B6BLTT02","Current account as a % of GDP, s.a.","HUN","Hungary","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.18347619807075,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.39636178144406,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.30059835892191,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.95954331936845,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.06276843034589,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.1312528950638,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.0622548930528145,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,0.52439951905835,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-0.264147184287852,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-0.614990849339312,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-0.344345206053077,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.899381330769023,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-1.50358238733466,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-1.384938002003,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-2.82660966237778,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.89100471819285,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-3.41089875247069,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.99476500820535,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-0.334163926861693,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.990851467227893,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.91449072850498,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.54599833113897,,
"B6BLTT02","Current account as a % of GDP, s.a.","ITA","Italy","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.71102795580285,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,11.9509086001125,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,8.10457857701765,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,8.32841728260271,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,12.7434112468882,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,14.8074895687624,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,13.5676382939242,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,14.399730544085,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,10.1642583971161,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.37949727235987,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,7.34827983062052,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,14.8142174742411,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.89095122638008,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.283883059637,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,11.3298371451703,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.5714048348524,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,11.1644462779602,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHE","Switzerland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,9.82674513183624,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.829708766086013,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.05328072461768,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-1.34498845963195,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-1.00893187614473,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-0.697774724644632,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-1.27853099744587,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-1.78040359108264,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-2.92721372024263,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-2.71348925307095,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.96720995958251,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-2.98882571917357,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.90849325420689,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-3.07221946075208,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-3.28952028334432,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-5.25420372762235,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-6.36982724523397,,
"B6BLTT02","Current account as a % of GDP, s.a.","COL","Colombia","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.38628358469206,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-0.848074007755203,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-1.4114314897528,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-1.38619107705757,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-1.40582067425978,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-1.47692292569173,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-1.30050884494909,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-1.72570158399509,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-1.86759688247797,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-1.28872289024136,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-1.66953938614252,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.716921360501126,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.797867252025953,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.845650009785369,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-0.95192309611894,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.757768923398533,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.67121551148461,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.553385017306437,,
"B6BLTT02","Current account as a % of GDP, s.a.","G-7","G7","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.441519963848474,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-2.85942807995638,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-2.83717279068139,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-2.54445956937199,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-1.86710632403021,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-2.26047909225831,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-0.707843696622348,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-0.795827858687599,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.10157028538209,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.54660656878142,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.07552564671749,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.25799455396271,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.29432198496226,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.80240769490689,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.48969019796395,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.59682522839876,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.85505100196474,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.63093600810105,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.48249012868385,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.94220495024048,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.47430942627403,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.92282473013972,,
"B6BLTT02","Current account as a % of GDP, s.a.","AUT","Austria","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.12597375265623,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-2.29379212303029,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-6.1428254610823,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-5.82245879462758,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-1.89213237130869,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-2.26255570538757,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-4.39869493477048,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-4.8779005838492,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,-5.08867861229676,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-5.7038926681358,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-3.78095727488431,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-2.12530880646844,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-2.4554692740066,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-4.60654824846964,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-1.87704906727767,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.26578143188882,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-3.57315267733791,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-2.10989568245673,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.55976890320153,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.542964591024379,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.192109194250132,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.241255199310475,,
"B6BLTT02","Current account as a % of GDP, s.a.","CZE","Czech Republic","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.11203113758807,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-2.34445025517426,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-7.39715851206779,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-7.19599611824302,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,-10.3077781853577,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,-4.65428917669654,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.12760198973445,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-4.9562051644889,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,-9.76522650195414,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,-15.7965490556631,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,-23.2559805976342,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,-14.1342203275061,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-22.8683322862996,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,-9.71631185945218,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,-6.50107021825028,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-5.28534245436098,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.03038258716091,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.91489343420681,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.79072476526375,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.20079967159448,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISL","Iceland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,7.67245072008523,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,-0.337483827252485,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.79302425356163,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.43218880539476,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.47870735857927,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.2232662826765,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,-3.71393749323728,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.79930525534247,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.35782773320862,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,-1.68725075963085,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,-4.0038112565763,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,-4.13984997740143,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.72541937151728,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.92613001830887,,
"B6BLTT02","Current account as a % of GDP, s.a.","CHL","Chile","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.44606133921571,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","1995","1995","PC","Percentage","0","Units",,,-4.94469309991659,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","1996","1996","PC","Percentage","0","Units",,,-4.89563644229195,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","1997","1997","PC","Percentage","0","Units",,,-3.17998893874891,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","1998","1998","PC","Percentage","0","Units",,,-1.003241450115,,
"B6BLTT02","Current account as a % of GDP, s.a.","ISR","Israel","ST","Level, ratio or index","A","Annual","1999","1999","PC","Percentage","0","Units",,,-1.31702771136421,,
